created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Wed Oct 25 12:25:10 +0000 2023;1717155337458135052;"The Third Marriage Episode 3 [Eng Sub] Full Episode #TheThirdMarriage #kdramas  Link Full Episode :: https://t.co/RW0LesXBjs Watch on My Web :: https://t.co/V7bfo4Xxg9 Let's Watch and Share !!! https://t.co/bW01lVPPac";0;0;0;0;en;1634506034357374978;1717155337458135052;PodenPoden1;https://twitter.com/PodenPoden1/status/1717155337458135052
Wed Oct 25 12:27:10 +0000 2023;1717155840296460790;"The Kidnapping Day Episode 12 [Eng Sub] Full Episode #TheKidnappingDayEp12 #kdramas   Link Full Episode :: https://t.co/RW0LesXBjs Watch on My Web :: https://t.co/V7bfo4Xxg9 Let's Watch and Share !!! https://t.co/UXCncdhfxw";0;0;0;0;en;1634506034357374978;1717155840296460790;PodenPoden1;https://twitter.com/PodenPoden1/status/1717155840296460790
Wed Oct 25 12:00:23 +0000 2023;1717149101933170983;"CELEBRITIES ARE FANS TOO!  Here are some #kdramas that even local celebrities are watching. READ: https://t.co/ss45UQNljp https://t.co/fENwCHhlSo";0;0;1;0;en;738176980458184704;1717149101933170983;philstarlife;https://twitter.com/philstarlife/status/1717149101933170983
Wed Oct 25 11:12:26 +0000 2023;1717137035142799735;"What a smile 😂😂 #KingtheLand #LEEJUNHO #ImYoona #kdrama_actor #kdramas #Gaza #Gaza_Genocide   https://t.co/FrwzugG7Z9";0;0;1;0;en;813684583552012288;1717137035142799735;gadgets24_now;https://twitter.com/gadgets24_now/status/1717137035142799735
Wed Oct 25 09:39:01 +0000 2023;1717113526471536808;"What a smile 😂😂 #KingtheLand #LEEJUNHO #ImYoona #kdrama_actor #kdramas #Gaza #Gaza_Genocide https://t.co/8x557OQM8U";0;0;0;1;en;1175274302;1717113526471536808;jahan_afroz;https://twitter.com/jahan_afroz/status/1717113526471536808
Wed Oct 25 07:18:59 +0000 2023;1717078283978715273;"#KangHaNeul  to make a special appearance in the final episode of #TheKidnappingDay. 📺 Don't miss it! #kdramas  #SpecialAppearance #ENADrama #KangHaNeulActing https://t.co/lbOO7GC3qB";0;0;1;4;en;1685227588178804737;1717078283978715273;asiandramaking;https://twitter.com/asiandramaking/status/1717078283978715273
Wed Oct 25 06:05:56 +0000 2023;1717059900658856260;"If you love watching historical-based #kdramas , then you should not miss these gems. #AlchemyofSouls  #TaleOfTheNineTailed  #TheKingsAffection #Moonshine #MrQueen  #UnderTheQueensUmbrella";0;0;0;0;en;1175274302;1717059900658856260;jahan_afroz;https://twitter.com/jahan_afroz/status/1717059900658856260
Wed Oct 25 05:27:05 +0000 2023;1717050122964529583;"@Jin_Leeseyoung La industria cinematográfica surcoreana hace magia con las series o #kdramas. Y estoy seguro que #TheStoryOfParksMarriageContract tendrá muchísimas virtudes. Gracias. (감사합니다)";0;0;0;1;es;736580738;1716967438754148753;RafaelMarsalPla;https://twitter.com/RafaelMarsalPla/status/1717050122964529583
Wed Oct 25 02:32:00 +0000 2023;1717006061771833804;"Si te gusta el mundo de la belleza y el glamour, estos #kdramas se volverán tus favoritos ✨💄  https://t.co/slqA4mn43C";0;0;0;1;es;1083750152467288067;1717006061771833804;Sonica_mx;https://twitter.com/Sonica_mx/status/1717006061771833804
Wed Oct 25 01:36:45 +0000 2023;1716992160417911202;"We're Live! Because This Is My First Life! @ 8:30pm CST.   ~Episode 3  https://t.co/2domw3zy69   #becausethisismyfirstlifekdrama #twitchstreamer #twitch #watchparty #kdrama #kdramalover #kdramas #kdramaaddict #KdramaWatchParty #Kdrama #kdramatwt #viki #RakutenViki";0;0;0;1;en;1707138307497304064;1716992160417911202;TheKpop_Guide;https://twitter.com/TheKpop_Guide/status/1716992160417911202
Wed Oct 25 01:18:09 +0000 2023;1716987478916358423;"Memberikan kebahagiaan kepada orang lain adalah sesuatu yang istimewa dan tak bisa dilakukan sembarang orang.  🎬 : King The Land https://t.co/RseZF7fIB3 #kdrama #kdramas #drakor #dramakorea #KingTheLand #LimYoonA #LEEJUNHO https://t.co/ugXIeswSqW";0;0;0;1;in;1237567662911152129;1716987478916358423;kutipankdrama4;https://twitter.com/kutipankdrama4/status/1716987478916358423
Wed Oct 25 00:30:46 +0000 2023;1716975554040074738;"See you in 1 hour! Because This Is My First Life! @ 8:30pm CST.  ~Episode 3  https://t.co/TLCyVxn54w #becausethisismyfirstlifekdrama #twitchstreamer #twitch #watchparty #kdrama #kdramalover #kdramas #kdramaaddict #KdramaWatchParty #Kdrama #kdramatwt #viki #RakutenViki https://t.co/kXTNWeZveo";0;0;0;2;en;1707138307497304064;1716975554040074738;TheKpop_Guide;https://twitter.com/TheKpop_Guide/status/1716975554040074738
Tue Oct 24 21:46:08 +0000 2023;1716934120394330190;"El 3er MATRIMONIO 👀 #kdramas #doramas #hallyu #hallyustar #kdramasen1minuto #noticiasen1minuto #Espectáculos #Entretenimiento #seriescoreanas #dilzy #eltercermatrimonio #thethirdmarriage #the3rdmarriage https://t.co/jtt9asl14c";0;0;0;0;es;284210187;1716934120394330190;Dilzyy;https://twitter.com/Dilzyy/status/1716934120394330190
Tue Oct 24 19:26:36 +0000 2023;1716899007874937333;"Admin Maiu 🌸 #korea #southkorea #corea #coreadelsur #coreanos #kdrama #kdramas #dramascoreanos #chocolate #justbetweenlovers #soulmechanic #movetoheaven #itsokayitslove #mymister #extraordinaryattorneywoo #itsokaynottobeokay https://t.co/RF5RxN4WED";0;0;0;0;pt;1551885840716029959;1716899007874937333;UnnieMaiu;https://twitter.com/UnnieMaiu/status/1716899007874937333
Tue Oct 24 19:21:32 +0000 2023;1716897732538040501;"#TwinklingWatermelon 10. bölümüyle sitemizde.   İzlemek için: https://t.co/0nbYLksr1d  #TwinklingWatermelonEp10 #kdrama #SparklingWatermelon #SparklingWatermelonEp10 #ShiningWatermelon #ShiningWatermelonEp10 #diziasya #koreandramas #kdramas https://t.co/jfQ0XTgTLw";0;0;2;3;tr;1695858275235831808;1716897732538040501;diziasyacom;https://twitter.com/diziasyacom/status/1716897732538040501
Tue Oct 24 19:02:53 +0000 2023;1716893038092722425;"I could name the talentless actors I have seen in #kdramas I've watched. Emotionless, expressionless, barely speak clearly, don't convey their lines convincingly. These same actors have over 30 million IG followers. So, popularity dictates talent? Ooooh, I see.🤔🤔🤔 #Rowoon";0;0;0;0;en;1532906309967806464;1716893038092722425;unique56301;https://twitter.com/unique56301/status/1716893038092722425
Tue Oct 24 18:46:58 +0000 2023;1716889035095093522;"Talk about your freaking #Kdramas. You are your best promoter. Promote your stuff the same way you promoted #SF9. The #TheMatchmakers is less than a week away and #Rowoon haven't said a word about it on fancafe or instagram🤔 GET IN THE GAME!!!! @FNC_ACTOR";0;1;0;0;en;1532906309967806464;1716889033681543427;unique56301;https://twitter.com/unique56301/status/1716889035095093522
Tue Oct 24 18:46:58 +0000 2023;1716889033681543427;"Talk about your freaking #Kdramas. You are your best promoter. Promote your stuff the same way you promoted #SF9. The #TheMatchmakers is less than a week away and #Rowoon haven't said a word about on fancafe of instagram🤔 GET IN THE GAME!!!! @FNC_ACTOR";0;1;0;0;en;1532906309967806464;1716889033681543427;unique56301;https://twitter.com/unique56301/status/1716889033681543427
Tue Oct 24 17:57:00 +0000 2023;1716876457744740354;"5 #kdramas de Netflix perfectos para meterte de lleno en el mundo de la televisión coreana  https://t.co/VCCsxorxc6";0;0;0;0;es;179537253;1716876457744740354;SomosOHLALA;https://twitter.com/SomosOHLALA/status/1716876457744740354
Tue Oct 24 17:33:34 +0000 2023;1716870560947581315;"Most Popular Gambling-Themed #kdramas and Movies: 👉 🔗 Read: https://t.co/KayYbWdYNc #kmovie #kfilm #cinema #KoreanFilm #KoreanCinema #KoreanMovie #kdrama #KoreanDrama #Korea #Korean https://t.co/ZmC5ivCzEu";0;0;0;1;en;14597638;1716870560947581315;hancinema;https://twitter.com/hancinema/status/1716870560947581315
Tue Oct 24 17:06:07 +0000 2023;1716863653968842969;"Because This Is My First Life! We will be continuing where we left off! See you tonight @ 8:30pm CST. ~Episode 3 #becausethisismyfirstlifekdrama #twitchstreamer #twitch #watchparty #kdrama #kdramalover #kdramas #kdramaaddict #KdramaWatchParty #Kdrama #kdramatwt #viki #RakutenViki https://t.co/T3MO0kDReM";0;0;0;1;en;1707138307497304064;1716863653968842969;TheKpop_Guide;https://twitter.com/TheKpop_Guide/status/1716863653968842969
Tue Oct 24 15:51:37 +0000 2023;1716844906201620791;"Won't be appreciating any #TheWorstofEvil Finale episode spoilers before "Thursday".  As a responsible #Kdrama viewer kindly follow the timeline &amp  be a respectable fan. Thanks. #Jichangwook #Kdrama #kdramatwt #Kdramas #WiHaJun #LimSeMi #BIBI";0;0;0;3;en;28337813;1716844906201620791;hinasafi;https://twitter.com/hinasafi/status/1716844906201620791
Tue Oct 24 14:30:00 +0000 2023;1716824367055945914;"Add these 5 best dark comedy K-Dramas to your watchlist and enjoy the dark yet laughter-filled dramas #kdramas #kdrama #DarkComedy 📷 https://t.co/943JZvA3Br";0;0;0;1;en;2695009326;1716824367055945914;DailyO_;https://twitter.com/DailyO_/status/1716824367055945914
Tue Oct 24 13:55:27 +0000 2023;1716815672968388900;"Si te gusta #NamJooHyuk debes ver estos #kdramas 🔥  https://t.co/4NY9zwDwpy";0;0;0;2;es;1083750152467288067;1716815672968388900;Sonica_mx;https://twitter.com/Sonica_mx/status/1716815672968388900
Tue Oct 24 13:44:42 +0000 2023;1716812967210369079;"BLACKPINK's Jisoo and Ahn Bo Hyun reportedly part ways after a whirlwind two-month romance. The duo were captured together at Jisoo's residence &amp received significant attention and support from fans.   https://t.co/Yjju1dUypR #blackpink #kpop #jisoo #ahnbohyun #kdramas #gotonews https://t.co/r65M1Eq2z8";0;0;0;1;en;1367020895370440704;1716812967210369079;Gotonewsdotcom;https://twitter.com/Gotonewsdotcom/status/1716812967210369079
Tue Oct 24 13:08:31 +0000 2023;1716803860432384289;"Tell her where he is!!!!!!!!!!!!!!!!! I want to know too 😭😢  Stream #MyDearest on KOCOWA+👉👉👉 https://t.co/BeoS2IbGV9  #KOCOWA #KOCONUTS #namkoongmin #ahneunjin #kdramas #koreandramas #kdramatwt #janghyun #gilchae #koreandramaupdates #kdramaupdates #leechungah #leedain https://t.co/WiJyPepNLE";0;0;1;18;en;849800022094880768;1716803860432384289;kocowa_official;https://twitter.com/kocowa_official/status/1716803860432384289
Tue Oct 24 12:12:48 +0000 2023;1716789838303862801;"SHOCKING NEWS! 🥺  🚨 Jisoo and Ahn Bo Hyun Broke Up Recently Due To Busy Schedules.. They Ended Their Romantic Relationship and Returned To Their Relationship As Colleagues🙃  #Blackpink #Jisoo #BlackpinkJisoo #AhnBoHyun #Dating #BreakingNews #kpop #kdrama #kdramas #koreandrama https://t.co/WIUWuzBGfw";0;0;0;1;en;1667456311779528705;1716789838303862801;MyDramaTweet10;https://twitter.com/MyDramaTweet10/status/1716789838303862801
Tue Oct 24 11:46:09 +0000 2023;1716783130227462488;"Video by allavfoto @ TikTok (Thanks so much for sharing &amp  capturing his beautiful smile!)  #이수혁 #leesoohyuk #イ・スヒョク #李秀赫 #李洙赫 #อีซูฮยอก #kdrama #kdramas #ygstage #ygentertainment https://t.co/cZSbYMXEYA";0;1;9;26;en;1256465403620057088;1714889919766663211;jkwicked1;https://twitter.com/jkwicked1/status/1716783130227462488
Tue Oct 24 11:42:11 +0000 2023;1716782132897452049;"Desde que volví de #CoreadelSur siento que estoy algo perdida con los #Kdramas... ¿algo muy reciente que se haya estrenado o algo que se vaya a estrenar en los próximos días con muy buen pinta?  Gracias de antemano!! https://t.co/jpyA0j0LZ5";0;4;0;20;es;1558731074263552000;1716782132897452049;Kdramapower;https://twitter.com/Kdramapower/status/1716782132897452049
Tue Oct 24 10:00:02 +0000 2023;1716756428143132828;"BANGKEEEEE trailerr epsd 10-12 ini INTENSE banget. tp ada ga yg berfikiran kaya gue kynya trailer yg paling keren dan mantep banget yg trailer epsd 8-9. setuju ga??  #JiChangWook #WiHaJoon #ImSeMi #BIBI #kdramatwt #kdramas #kdrama #TheWorstOfEvil  https://t.co/LIex3LUFNk";0;0;0;2;in;41350474;1716756428143132828;_nclrza;https://twitter.com/_nclrza/status/1716756428143132828
Tue Oct 24 09:00:02 +0000 2023;1716741326233067619;"salfok sama #JiChangWook yg lagi duduk Vincent. tapi di gambar ini kok bikin gue deg"an yaa. apa #imSemi sm babang ichang lg di sidang sm #WiHaJoon ??  #BIBI #kdramatwt #kdramas #kdrama #TheWorstOfEvil  https://t.co/4706HeY1Is";0;0;0;0;in;41350474;1716741326233067619;_nclrza;https://twitter.com/_nclrza/status/1716741326233067619
Tue Oct 24 08:18:53 +0000 2023;1716730969208885662;"Lg browsing di youtube terus liat ada video #BIBI ngasih free hug karena rilis lagu barunya. akuu maooo di peluukk BIBI Ya Allaaahhh 😭😭😭😭  #JiChangWook #WiHaJoon #ImSeMi #kdramatwt #kdramas #kdrama #TheWorstofEvilEp8   https://t.co/87FrPDIueW";0;0;0;0;in;41350474;1716730969208885662;_nclrza;https://twitter.com/_nclrza/status/1716730969208885662
Tue Oct 24 08:00:01 +0000 2023;1716726221625606315;"Aduuhhhhh, nemu ini si #BIBI ketemu gangnya si #WiHaJoon . dan kagetnya ada sii jugbae dong. apakah si bibi bakalan berkhianat dan bongkar semuanya? menurut kalian gimana?  #JiChangWook #ImSeMi #kdramatwt #kdramas #kdrama #TheWorstOfEvil  https://t.co/jTKkxRI9IG";0;0;0;0;in;41350474;1716726221625606315;_nclrza;https://twitter.com/_nclrza/status/1716726221625606315
Tue Oct 24 07:09:53 +0000 2023;1716713606296068387;"#BLACKPINK's #Jisoo And #AhnBoHyun Confirm Breakup   #kdrama #kdramas #koreandrama #koreandramas #Snowdrop #Seeyouinmy19thlife https://t.co/CrsaSZnfka";0;0;0;0;en;1667456311779528705;1716713606296068387;MyDramaTweet10;https://twitter.com/MyDramaTweet10/status/1716713606296068387
Tue Oct 24 06:36:00 +0000 2023;1716705078449455299;"JUJUR gue gasabar sih nunggu besok buat nyelesain #Kdrama kampret penguras jiwa dan hati. siapaa yg udh ga sabar nungguin #TheWorstOfEvil besook, ngacuuuung???  #JiChangWook #WiHaJoon #ImSeMi #BIBI #kdramatwt #kdramas   https://t.co/feZUQMddxl";0;0;0;2;in;41350474;1716705078449455299;_nclrza;https://twitter.com/_nclrza/status/1716705078449455299
Tue Oct 24 05:51:20 +0000 2023;1716693841074352539;"Revenge is a dish best served in ”The Third Marriage“! 🤵🏻 💔 👰🏻   Strem #TheThirdMarriage on #KOCOWA+👉 https://t.co/dwAHikboUa  #KOCONUTS #kdrama #kdramas #kdramalover #kdramaaddict #kdramascenes #OhSeungA #YoonSunWoo #OhSeYoung #MunJiHu #AhnNaeSang #YoonHaeYoung https://t.co/qjpvL4hadf";0;0;0;6;en;849800022094880768;1716693841074352539;kocowa_official;https://twitter.com/kocowa_official/status/1716693841074352539
Tue Oct 24 05:34:54 +0000 2023;1716689705235050859;"Met makan siang geess.. disni ada yg belum nonton #TheWorstOfEvil ?? kalo belom nih gue kasih artikel sambil maksi, kenapa kalian harus nonton #kdrama ini.  #JiChangWook #WiHaJoon #ImSeMi #BIBI #kdramatwt #kdramas  https://t.co/kAD4tMTZwe";0;0;0;0;in;41350474;1716689705235050859;_nclrza;https://twitter.com/_nclrza/status/1716689705235050859
Tue Oct 24 03:00:12 +0000 2023;1716650770592837881;"¿Cómo puede decir que parezco padre?😂😂  #Amor #Romance #Series #Doramas #KDramas #TheRealHasCome https://t.co/nzBytpstBm";0;0;0;0;es;103941038;1716650770592837881;cinemaplatinomx;https://twitter.com/cinemaplatinomx/status/1716650770592837881
Tue Oct 24 02:57:00 +0000 2023;1716649966293143609;"Tae Ho finally finds out the truth...  👉👉👉 https://t.co/TGku56MYiN  #KOCOWA #KOCONUTS #liveyourownlife #uiee #uie #hajoon #kdramas #koreandramas #kdramatwt";0;0;1;5;en;849800022094880768;1716649966293143609;kocowa_official;https://twitter.com/kocowa_official/status/1716649966293143609
Tue Oct 24 02:18:02 +0000 2023;1716640160874377435;"Hoy se Estrena High Cookie #kdramas #doramas #HighCookie #hallyu #Idols #hallyustar #dilzy #kdramasen1minuto https://t.co/EfSxMMK4qx";0;0;0;0;es;284210187;1716640160874377435;Dilzyy;https://twitter.com/Dilzyy/status/1716640160874377435
Tue Oct 24 02:13:38 +0000 2023;1716639053540421785;"#knitting with #kdramas - I had already started a project with this yarn, buy I didn't like the way it was coming out. So I unraveled it &amp  started all over again. Say hello to the #MoonEmbracingtheSun Knit it Quick Cowl!!  #HappyKnitting #KPopKougarKnitting https://t.co/ykWSvyGdPK";0;0;0;1;en;1102334969270202369;1716639053540421785;DmvSc2;https://twitter.com/DmvSc2/status/1716639053540421785
Tue Oct 24 02:12:33 +0000 2023;1716638779430031451;"#oneleejonghyun  #paz  #ljhmusicfortheworld  #cnbluegt @cnbluegt  #LeeJongHyun  #ljhmusicfortheworld  #startingoverwithleejonghyun  #jonghyun #kpop #Kdramas #burning #guitarist  #saludmental #proyectometropolis  #ikirumachimovie #hikarinomachide  #MizpahLJH https://t.co/A6h1gR2NFN";1;0;9;30;qme;1287570158341500928;1716638779430031451;florikpop;https://twitter.com/florikpop/status/1716638779430031451
Tue Oct 24 01:06:30 +0000 2023;1716622160381259805;"When Lee Chung Ah slowly falls in love with Namkoong Min..💗  Stream #MyDearest on KOCOWA+👉👉👉 https://t.co/BeoS2IbGV9  #KOCOWA #KOCONUTS #namkoongmin #ahneunjin #kdramas #koreandramas #kdramatwt #janghyun #gilchae #koreandramaupdates #kdramaupdates #leechungah #leedain https://t.co/kSAUaeDI8k";1;0;5;14;en;849800022094880768;1716622160381259805;kocowa_official;https://twitter.com/kocowa_official/status/1716622160381259805
Mon Oct 23 23:42:44 +0000 2023;1716601078676910421;"Este es un 🧵de porque en esta cuenta amamos a @BOGUMMY #ParkBoGum #bogummy #bogum #kdramas #reply1988 #recordofyouth #amorbajolaluzdeluna #hellomonster https://t.co/5PiEIjzizI";0;1;0;0;es;1480629199220133899;1716601078676910421;LilyMendoza0812;https://twitter.com/LilyMendoza0812/status/1716601078676910421
Mon Oct 23 23:03:49 +0000 2023;1716591282334650858;"Chicos! Qué #kdramas quieren que comentemos en nuestra nueva temporada? Ayuda! 😂";0;4;1;7;es;1485004531867992067;1716591282334650858;dorandorankr;https://twitter.com/dorandorankr/status/1716591282334650858
Mon Oct 23 22:30:00 +0000 2023;1716582772758999057;"Fantasy #Kdramas you must watch!  https://t.co/iqhkrXCyJ6";0;0;1;4;en;240649814;1716582772758999057;TimesNow;https://twitter.com/TimesNow/status/1716582772758999057
Mon Oct 23 22:00:01 +0000 2023;1716575227537141921;"💞𝐍𝐔𝐄𝐕𝐎 𝐕𝐈𝐃𝐄𝐎💞15 CURIOSIDADES de DOONA  🌸Mira el video aquí : https://t.co/s1rUnH76fe #seungginatv #kdramas #doramas #ostdoramas #doramasnetflix #dramascoreanos #netflixlatinoamerica #doona #suzy #yangsejong #DoonaNetflix https://t.co/4a71OT8rUq";0;0;0;0;es;954515416377798657;1716575227537141921;SeungGina;https://twitter.com/SeungGina/status/1716575227537141921
Mon Oct 23 21:36:24 +0000 2023;1716569286578237673;"Multitud de localizaciones y direcciones IP: NordVPN dispone de direcciones IP en 61 países diferentes con más de 5400 servidores, una de las redes VPN más grandes del mundo.  Read more 👉 https://t.co/MkgEnoz6ly  #KDramas #VPN #DramasCoreanos #MejoresVpn #DramasFavoritos https://t.co/89Gr0Qzmh3";0;0;0;0;es;114005232;1716569286578237673;ivanbgonline;https://twitter.com/ivanbgonline/status/1716569286578237673
Mon Oct 23 21:29:32 +0000 2023;1716567555047936011;"DISPONIBLE CAPÍTULO 6  NAM SOOM Y SU MAMA ESTAN LISTAS PARA LUCHAR🧐💪🏽  #StrongGirlNamSoonEp6 #StrongGirlNamSoon #LeeYooMi  #OngSeongWu #KimJungEun #KimHaeSook  #ByunWooSeok #TeamMDCS #Liz⭐ #KDRAMAS  https://t.co/e7cEmH7rcS";1;0;0;3;es;915980524207968256;1716567555047936011;TeamMDCS;https://twitter.com/TeamMDCS/status/1716567555047936011
Mon Oct 23 21:07:50 +0000 2023;1716562094198493491;"Superheroines from early human history to 2037, all penned by 박상연+김영현.  Vote for your fave in the casual poll below.  #아라문의검 #kdramas #kdramatwt #한예리 #공승연  #이시우 #신세경 (succeeding Elena An 안혜원 and #김지원 respectively) https://t.co/BJhcQERjS3";0;2;1;1;en;2867116892;1716562094198493491;DramaPhilosophy;https://twitter.com/DramaPhilosophy/status/1716562094198493491
Mon Oct 23 21:03:23 +0000 2023;1716560975716102188;"never mind a standing desk.  i could use one of these reclining ones instead.  😂  #stronggirlnamsoon #kdramas https://t.co/rOM1IRNdGJ";0;0;0;0;en;32946303;1716560975716102188;reydal;https://twitter.com/reydal/status/1716560975716102188
Mon Oct 23 19:09:38 +0000 2023;1716532351570772090;"#TwinklingWatermelon 9. bölümüyle sitemizde.  İzlemek için: https://t.co/k16ixySWKC  #TwinklingWatermelonEp9 #kdrama #SparklingWatermelon #SparklingWatermelonEp9 #ShiningWatermelon #ShiningWatermelonEp9 #diziasya #koreandramas #kdramas https://t.co/5RSSPPcSCj";0;0;1;3;tr;1695858275235831808;1716532351570772090;diziasyacom;https://twitter.com/diziasyacom/status/1716532351570772090
Mon Oct 23 19:04:00 +0000 2023;1716530931690012925;"Si quieres mucho drama, te recomendamos los dos mejores #kdramas sobre venganza familiar 😈🔥  https://t.co/BjAXS32Jbt";0;0;0;0;es;1083750152467288067;1716530931690012925;Sonica_mx;https://twitter.com/Sonica_mx/status/1716530931690012925
Mon Oct 23 18:34:44 +0000 2023;1716523566219558956;"𝔻𝕠𝕠𝕟𝕒! 𝕃𝕖𝕖 𝔻𝕠𝕠-𝕟𝕒 (𝔹𝕒𝕖 𝕊𝕦𝕫𝕪) 𝕀𝕟𝕤𝕡𝕚𝕣𝕖𝕕 𝔼𝕒𝕣𝕣𝕚𝕟𝕘𝕤 𝟘𝟘𝟛 📍 https://t.co/QjPbyGizbX ✈️𝐅𝐑𝐄𝐄 𝐒𝐓𝐀𝐍𝐃𝐀𝐑𝐃 𝐒𝐇𝐈𝐏𝐏𝐈𝐍𝐆 𝐖𝐎𝐑𝐋𝐃𝐖𝐈𝐃𝐄* #Doona #DoonaNetflix #BAESUZY #earrings #jewelry #Accessories #suzyfashion #edgy #kdramas #KDrama https://t.co/aNOjFxyXNJ";0;0;0;3;en;1013102451283484673;1716523566219558956;sonotsizezero;https://twitter.com/sonotsizezero/status/1716523566219558956
Mon Oct 23 18:30:29 +0000 2023;1716522499029237985;"𝔻𝕠𝕠𝕟𝕒! 𝕃𝕖𝕖 𝔻𝕠𝕠-𝕟𝕒 (𝔹𝕒𝕖 𝕊𝕦𝕫𝕪) 𝕀𝕟𝕤𝕡𝕚𝕣𝕖𝕕 𝕋𝕠𝕡 𝟘𝟘𝟛 📍 https://t.co/QjPbyGizbX ✈️𝐅𝐑𝐄𝐄 𝐒𝐓𝐀𝐍𝐃𝐀𝐑𝐃 𝐒𝐇𝐈𝐏𝐏𝐈𝐍𝐆 𝐖𝐎𝐑𝐋𝐃𝐖𝐈𝐃𝐄* #Doona #DoonaNetflix #BAESUZY #top #sweater #winterwear #rainbow #cute #suzyfashion #KDrama #kdramas https://t.co/WOC6DTKdpO";0;0;3;4;en;1013102451283484673;1716522499029237985;sonotsizezero;https://twitter.com/sonotsizezero/status/1716522499029237985
